代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	换手Z	流通市值Z	市盈(TTM)	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	现均差%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	存货(亿)	应收帐款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
="603106"	恒银金融	0.08	12.41	0.01	12.40	12.41	37033	609	-0.31	          2.84	12.41	12.68	12.30	12.40	    57.31	46435488	  0.73	IT设备	天津	3.06	12.54	17525	19507	  0.90	467	151	--  	57100	          0.00	--  	--  	          1.30	         16.18亿	         38.22亿	  1.28	   1752	     21	        0.0016	1	-3.87	-3.50	17.19	20.49	          2.84	         16.18亿	50.42	25.62	1.60	-- -- 				0.08	2.26	-0.81	1.12	0.00	-2.13	0.89	-1.04	20190213	20170920	          3.08	--  	--  	21.33	16.26	          0.00	23.79	19.07	1.57	0.25	2.54	4.74	5.87	9.55	6.95	4.81	0.51	0.19	0.60	0.50	0.50	0.26	3.31	-1.60	-1.70	30538.00	          4268	5.30万	-59.47	-36.82	          2.35	-23.89	5.50	0.18	0.162㈢	          5.28	0.00	          3.10	          1.08	         -0.52	         76.21	   3.08㈢	         30.74	          7.36	          7.20	0.58	2454	603106	--  	--  	--  	
="603108"	润达医疗	-3.78	11.97	-0.47	11.96	11.97	81679	443	0.42	          1.61	12.29	12.50	11.85	12.44	    26.48	98481296	  1.00	医药商业	上海	5.23	12.06	37540	44139	  0.85	20	7	--  	76200	          0.00	--  	--  	          5.08	         60.84亿	         69.37亿	 -2.58	   2194	     37	        0.0007	-2	-2.36	1.53	73.23	66.48	          2.32	         42.12亿	26.48	26.48	1.02	KDJ死叉				-1.21	0.48	-4.74	-3.08	-2.60	-4.24	1.01	-0.70	20190423	20150527	          5.80	--  	--  	75.43	25.06	          6.25	58.49	42.84	8.68	0.32	35.95	11.48	24.10	10.24	59.64	43.23	5.78	0.70	5.92	4.32	2.62	2.55	8.60	5.39	-1.90	16000.00	         21993	26.33万	19.51	38.10	          2.77	12.87	1.16	0.79	0.452㈣	          4.32	0.00	          1.77	          1.48	          0.93	         33.22	  10.45㈣	         27.51	          9.69	          4.39	0.44	2138	603108	--  	--  	--  	
="603110"	东方材料	-1.06	14.02	-0.15	14.01	14.02	17610	419	-0.49	          3.24	13.82	14.29	13.82	14.17	    61.44	24750748	  0.29	染料涂料	浙江	3.32	14.05	9746	7864	  1.24	16	124	--  	299900	          0.04	--  	--  	          0.54	          7.61亿	         20.15亿	  0.14	   1267	     14	        0.0026	-5	-10.25	-6.91	25.85	32.51	          3.24	          7.61亿	51.76	36.62	1.29	-- -- 				-2.47	0.85	-2.47	-0.81	1.45	-1.89	1.45	-0.25	20190426	20171013	          1.44	--  	--  	7.37	6.34	          0.00	14.03	5.01	1.07	0.15	1.00	0.60	1.52	2.39	3.92	2.79	0.38	0.07	0.37	0.33	0.33	0.25	2.35	0.51	-1.26	13331.00	          4073	5.71万	-40.40	-0.69	          3.18	39.89	5.14	1.98	0.228㈣	          4.41	0.00	          1.66	          1.64	          0.35	         85.97	   5.18㈣	         28.82	          9.59	          8.36	0.04	415	603110	--  	--  	--  	
="603111"	康尼机电	-0.93	5.32	-0.05	5.30	5.32	88407	2562	0.38	          1.06	5.30	5.46	5.27	5.37	--  	47282704	  0.68	运输设备	江苏	3.54	5.35	50399	38007	  1.33	16	367	--  	747800	          0.02	--  	--  	          8.36	         44.47亿	         52.84亿	  0.27	   1561	     57	        0.0007	-2	-2.56	5.56	22.58	34.34	          1.27	         37.04亿	--  	18.81	1.39	-- -- 				-1.30	1.68	-1.86	-0.40	0.38	-2.56	0.95	-0.53	20190311	20140801	          9.93	--  	--  	74.11	43.20	          0.47	41.07	43.07	5.47	1.34	25.22	6.98	24.18	31.76	27.09	18.58	-0.47	0.03	-5.10	-5.71	-5.32	0.16	0.45	-6.37	-6.02	35642.00	         19535	10.39万	-402.76	69.79	          1.22	-8.30	1.95	2.26	-0.550㈢	          4.35	0.00	          3.20	          0.04	         -0.64	         58.29	 -12.32㈢	         31.42	         -1.75	        -19.65	1.79	5076	603111	--  	--  	--  	
="603113"	金能科技	-9.98	14.25	-1.58	--  	14.25	314672	513	0.00	          9.48	14.41	14.74	14.25	15.83	    16.55	453525760	  1.19	化工原料	山东	3.10	14.41	165353	149318	  1.11	0	16790	--  	14925900	          0.31	0.05	23925750	          3.32	         47.29亿	         96.32亿	 -8.78	   3504	     90	        0.0027	-2	-13.10	7.14	19.25	32.74	          9.48	         47.29亿	7.58	7.58	1.37	高位回落				-8.97	-6.89	-9.98	-8.95	-1.11	-3.32	0.00	-1.03	20190426	20170511	          6.76	--  	--  	64.71	50.13	          0.00	22.53	28.66	21.43	8.38	10.98	4.93	4.23	17.84	19.99	17.54	1.59	0.11	1.68	1.46	1.46	1.18	22.63	-0.52	-3.59	35554.00	          9334	13.30万	-43.59	7.11	          1.92	-184.73	4.82	1.65	0.215㈠	          7.42	0.00	          2.64	          3.35	         -0.08	         77.47	   2.90㈠	         12.22	          7.93	          7.28	0.05	2572	603113	--  	--  	--  	
="603116"	红蜻蜓	-4.25	8.11	-0.36	8.10	8.11	33005	522	-0.48	          0.58	8.45	8.45	8.10	8.47	    16.24	27064178	  1.99	服饰	浙江	4.13	8.20	17934	15070	  1.19	306	140	--  	586400	          0.03	--  	--  	          5.72	         46.42亿	         47.47亿	 -3.05	    942	     35	        0.0006	-2	-6.89	-5.04	10.79	16.36	          1.30	         20.52亿	13.41	12.44	0.99	跌破BOLL下轨				-0.24	-0.24	-4.37	-3.19	-4.02	-4.02	0.12	-1.06	20190426	20150629	          5.85	--  	--  	44.93	35.72	         -0.07	20.66	33.43	6.24	0.63	9.26	6.88	6.81	8.45	8.04	5.40	0.92	0.11	0.94	0.72	0.73	0.49	21.60	-0.02	0.32	25621.00	          9874	8.01万	-20.80	-3.63	          1.33	-2523.29	5.90	2.22	0.125㈠	          6.10	0.00	          1.44	          3.69	         -0.00	         79.49	   2.05㈠	         32.90	         11.45	          9.09	0.09	5918	603116	--  	--  	--  	
="603117"	万林物流	1.49	5.46	0.08	5.46	5.47	250792	4002	0.37	          4.01	5.31	5.62	5.31	5.38	    32.07	137630592	  1.02	仓储物流	江苏	5.76	5.49	121018	129774	  0.93	726	1284	--  	657400	          0.03	--  	--  	          6.26	         34.17亿	         35.34亿	  2.69	   2574	     97	        0.0016	2	0.93	25.81	43.68	54.24	          6.59	         20.77亿	33.71	33.92	0.85	-- -- 				-1.30	4.46	-1.30	2.00	2.82	-2.85	2.82	-0.52	20190213	20150629	          6.47	--  	--  	53.17	22.27	          1.94	54.47	34.57	8.26	7.60	26.53	1.05	1.30	9.58	6.49	3.27	1.29	0.04	1.30	1.03	0.83	0.82	6.54	-0.13	-0.24	31597.00	         12037	6.57万	0.77	54.17	          1.59	-268.50	5.44	1.31	0.128㈢	          3.44	0.00	          1.48	          1.01	         -0.02	         41.89	   3.71㈢	         49.64	         19.84	         12.73	0.00	575	603117	--  	--  	--  	
="603118"	共进股份	-1.04	11.37	-0.12	11.36	11.37	189358	2482	0.09	          2.44	11.16	11.67	11.08	11.49	    25.89	215481392	  0.78	通信设备	深圳	5.13	11.38	101705	87653	  1.16	190	1645	--  	2482000	          0.06	--  	--  	          7.76	         88.20亿	         88.20亿	  0.15	   3484	     54	        0.0007	-1	0.44	23.72	58.80	80.48	          4.82	         44.67亿	31.89	45.84	1.15	-- -- 				-2.87	1.57	-3.57	-0.96	1.88	-2.57	2.62	-0.08	20190422	20150225	          7.76	--  	--  	80.88	45.94	          0.49	42.58	50.78	16.75	2.60	31.04	7.80	19.58	26.40	20.31	17.37	0.92	0.02	0.94	0.84	0.85	0.83	10.54	1.56	2.43	42361.00	          9275	10.55万	8634.76	20.53	          1.92	56.72	4.34	4.57	0.110㈠	          5.92	0.00	          3.40	          1.36	          0.20	         56.80	   1.85㈠	         14.48	          4.51	          4.19	0.99	7670	603118	--  	--  	--  	
="603121"	华培动力	-5.62	25.35	-1.51	25.35	25.36	41939	650	-0.23	          9.32	26.59	26.59	25.25	26.86	    58.16	108484240	  1.04	汽车配件	上海	4.99	25.87	25493	16446	  1.55	37	526	--  	374900	          0.03	--  	--  	          0.45	         11.41亿	         45.63亿	 -4.42	   2234	     19	        0.0042	-3	-10.00	-4.38	-32.58	49.29	          9.32	         11.41亿	58.16	58.16	1.31	跌破BOLL下轨				-1.01	-1.01	-5.99	-3.70	-4.66	-4.66	0.40	-1.92	20190412	20190111	          1.80	--  	--  	7.18	5.64	          0.00	21.53	3.13	1.90	0.36	1.53	1.05	1.27	2.35	5.13	3.03	0.86	0.00	0.90	0.78	0.78	0.69	1.74	0.91	-0.60	22900.00	          1965	4.98万	-20.76	15.48	          6.07	50.05	8.90	0.00	0.580㈣	          4.18	4.18	          1.30	          0.97	          0.51	         78.45	  13.92㈣	         40.99	         16.79	         15.30	0.37	965	603121	--  	--  	--  	
="603123"	翠微股份	-1.21	6.51	-0.08	6.51	6.52	28314	258	-0.14	          0.54	6.60	6.61	6.48	6.59	    19.54	18507006	  1.17	百货	北京	1.97	6.54	15588	12725	  1.22	79	15	--  	41600	          0.00	--  	--  	          5.24	         34.12亿	         34.12亿	 -0.02	   1441	     20	        0.0004	-2	-5.24	0.77	10.53	10.34	          1.44	         12.78亿	19.54	19.54	0.80	跌破BOLL下轨				0.15	0.30	-1.67	-0.81	-1.36	-1.51	0.46	-0.40	20190422	20120503	          5.24	--  	--  	55.74	31.33	          0.01	43.77	25.58	18.44	2.69	18.86	1.23	0.37	17.37	50.07	39.98	2.35	0.73	2.35	1.75	1.75	1.46	7.11	1.98	1.08	17100.00	         11480	7.47万	20.91	-1.43	          1.09	17.24	0.68	1.84	0.333㈣	          5.98	0.00	          3.31	          1.36	          0.38	         56.21	   5.57㈣	         20.15	          4.70	          3.49	0.00	2472	603123	--  	--  	--  	
="603126"	中材节能	-0.60	6.63	-0.04	6.62	6.63	50974	796	0.15	          0.83	6.67	6.74	6.58	6.67	    31.19	34088876	  0.59	环境保护	天津	2.40	6.69	26400	24573	  1.07	159	1026	--  	194100	          0.01	--  	--  	          6.11	         40.48亿	         40.48亿	  0.60	   1341	     38	        0.0006	-2	-6.22	-5.96	20.11	28.74	          1.69	         19.97亿	31.19	31.19	1.18	-- -- 				0.00	1.05	-1.35	0.26	-0.60	-1.63	0.76	-0.86	20190408	20140731	          6.11	--  	--  	33.46	16.67	          2.41	42.99	21.39	8.72	1.61	12.82	5.59	4.83	0.72	18.74	14.96	1.60	0.03	1.67	1.40	1.30	1.13	8.63	2.97	1.93	52200.00	          5771	3.83万	-2.50	11.26	          2.43	13.62	2.16	1.06	0.213㈣	          2.73	0.00	          0.12	          1.41	          0.49	         49.82	   7.79㈣	         20.17	          8.55	          6.93	0.69	1922	603126	--  	--  	--  	
="603127"	昭衍新药	-2.85	46.63	-1.37	46.62	46.63	14306	40	-0.12	          1.82	47.20	48.27	45.88	48.00	    69.29	67048852	  0.93	医疗保健	北京	4.98	46.87	6652	7654	  0.87	2	70	--  	575800	          0.02	--  	--  	          0.78	         36.58亿	         75.07亿	 -1.66	   1483	     10	        0.0012	-2	-4.25	-3.57	30.30	38.02	          2.62	         25.49亿	69.29	69.29	0.98	KDJ死叉				-1.67	0.56	-4.42	-2.36	-1.21	-3.40	1.63	-0.49	20190426	20170825	          1.61	--  	--  	11.41	6.51	          0.00	42.92	6.90	2.86	0.48	4.09	1.15	0.39	2.46	4.09	1.92	1.26	0.09	1.28	1.08	1.08	0.90	2.82	1.76	-1.09	5865.00	          9321	43.46万	41.72	35.69	         11.53	42.64	18.36	0.46	0.673㈣	          4.05	0.00	          1.53	          1.75	          1.09	         57.06	  16.63㈣	         53.02	         30.82	         26.50	0.24	817	603127	--  	--  	--  	
="603128"	华贸物流	-2.21	10.18	-0.23	10.18	10.19	418668	7944	-0.19	          4.30	10.17	10.69	9.97	10.41	    38.14	433987104	  0.71	仓储物流	上海	6.92	10.37	207557	211110	  0.98	2319	267	--  	5428700	          0.10	--  	--  	          9.75	         99.22亿	        103.03亿	 -1.01	   3733	    112	        0.0012	-3	-9.76	40.22	85.77	91.35	          7.52	         56.65亿	32.24	36.99	1.03	-- -- 				-2.31	2.69	-4.23	-0.42	0.10	-4.77	2.11	-1.79	20190426	20120529	         10.12	--  	--  	51.47	39.11	          0.39	23.27	34.24	6.24	1.79	11.23	1.10	16.81	19.38	20.75	18.26	0.89	0.00	0.89	0.71	0.68	0.67	10.39	1.15	0.06	50993.00	         10913	11.11万	-11.63	1.21	          2.63	89.35	4.96	0.94	0.067㈠	          3.86	0.00	          1.91	          1.03	          0.11	         75.98	   1.73㈠	         11.99	          4.28	          3.25	0.01	3691	603128	--  	--  	--  	
="603129"	春风动力	1.60	22.83	0.36	22.81	22.83	21337	219	0.13	          3.27	22.46	22.97	21.67	22.47	    35.83	47721520	  1.59	摩托车	浙江	5.79	22.37	11259	10078	  1.12	71	11	--  	76400	          0.01	--  	--  	          0.65	         14.88亿	         30.73亿	  2.80	   1675	     13	        0.0020	2	3.39	4.10	22.81	42.87	          3.86	         12.62亿	24.35	25.55	0.93	KDJ金叉				-0.04	2.23	-3.56	-0.47	1.65	-0.61	5.35	2.07	20190425	20170818	          1.35	--  	--  	19.97	9.78	          0.38	49.13	14.21	2.12	1.18	9.59	2.93	2.38	5.88	6.03	4.31	0.24	0.06	0.23	0.20	0.21	0.14	2.68	0.11	0.20	13487.00	          4098	9.36万	38.25	40.31	          3.14	269.05	5.09	1.40	0.159㈠	          7.27	0.00	          4.37	          1.99	          0.08	         48.98	   2.19㈠	         28.62	          3.91	          3.55	0.36	1437	603129	--  	--  	--  	
="603131"	上海沪工	0.70	23.04	0.16	23.04	23.05	16793	165	-0.25	          3.36	22.90	23.71	22.90	22.88	    86.84	39141104	  0.66	专用机械	上海	3.54	23.31	7914	8879	  0.89	15	6	--  	393900	          0.03	--  	--  	          0.50	         11.52亿	         52.33亿	  1.90	   1541	     11	        0.0022	1	-7.88	-3.52	37.22	49.71	          3.36	         11.52亿	101.18	76.46	0.91	-- -- 				0.09	3.63	0.09	1.87	0.61	-2.83	0.61	-1.17	20190425	20160607	          2.27	--  	--  	9.64	6.76	          0.13	28.58	7.03	1.27	0.50	2.73	1.64	1.98	1.72	5.74	4.44	0.56	-0.00	0.55	0.47	0.45	0.43	2.68	-0.25	-1.60	14785.00	          3382	7.79万	-27.01	9.29	          6.81	-212.83	9.11	0.42	0.230㈢	          3.38	3.38	          0.76	          1.18	         -0.11	         70.11	   6.68㈢	         22.68	          9.67	          7.87	0.27	1125	603131	--  	--  	--  	
="603133"	碳元科技	-4.96	17.63	-0.92	17.63	17.65	58197	446	-0.05	          5.20	17.79	18.17	17.37	18.55	--  	103357488	  0.61	元器件	江苏	4.31	17.76	30954	27243	  1.14	234	64	--  	2214900	          0.13	--  	--  	          1.12	         19.74亿	         37.12亿	 -3.76	   2233	     26	        0.0023	-2	-10.24	-12.46	1.79	13.52	          6.08	         16.88亿	67.70	72.49	1.16	-- -- 				-4.10	-2.05	-6.36	-4.26	-0.90	-2.97	1.50	-0.70	20190426	20170320	          2.11	--  	--  	16.06	9.21	          0.28	40.90	7.36	1.57	0.79	5.84	1.07	0.91	4.43	0.88	0.78	-0.10	0.03	-0.10	-0.10	-0.09	-0.11	2.37	0.14	0.23	22753.00	          4208	7.42万	-200.31	-19.63	          4.03	265.32	42.18	0.44	-0.041㈠	          4.37	0.00	          2.10	          1.12	          0.07	         57.34	  -0.93㈠	         11.84	        -11.72	         -9.76	0.08	664	603133	--  	--  	--  	
="603136"	天目湖	-3.46	23.18	-0.83	23.18	23.20	15155	86	-0.55	          5.23	24.16	24.19	23.00	24.01	    26.05	35608540	  1.19	旅游景点	江苏	4.96	23.50	7782	7373	  1.06	17	10	--  	72500	          0.01	--  	--  	          0.29	          6.72亿	         26.89亿	 -2.26	   1628	      9	        0.0032	-2	-3.70	-11.03	14.13	17.60	          5.23	          6.72亿	26.05	26.05	0.80	KDJ死叉				0.62	0.75	-4.21	-2.14	-4.06	-4.18	0.78	-1.32	20190412	20170927	          1.16	--  	--  	11.27	8.26	          0.73	20.24	2.90	6.72	1.19	1.61	0.06	0.06	3.56	4.89	1.85	1.58	0.06	1.58	1.18	1.03	0.94	3.49	2.25	1.75	10410.00	          2786	6.46万	22.18	6.24	          3.26	11.93	5.49	2.23	0.890㈣	          7.12	0.00	          3.07	          3.01	          1.94	         73.25	  12.50㈣	         62.10	         32.35	         21.09	0.00	1176	603136	--  	--  	--  	
="603138"	海量数据	6.54	23.45	1.44	23.44	23.45	68354	482	0.26	         14.43	22.00	24.21	22.00	22.01	   121.49	161740352	  4.19	软件服务	北京	10.04	23.66	34858	33496	  1.04	93	245	--  	187000	          0.02	--  	--  	          0.47	         11.11亿	         35.28亿	  7.74	   2403	     28	        0.0060	1	4.37	-0.97	20.81	25.87	         14.43	         11.11亿	65.06	62.01	1.07	KDJ金叉				-0.05	10.00	-0.05	7.51	6.59	-3.14	6.59	-0.96	20190426	20170306	          1.50	--  	--  	6.26	4.44	         -0.03	29.56	5.62	0.08	0.08	1.29	0.40	0.95	1.17	1.05	0.76	0.08	0.00	0.08	0.07	0.07	0.07	1.62	-0.32	-1.23	17302.00	          2737	6.42万	3.83	2.92	          7.95	-110.19	33.49	0.47	0.048㈠	          2.95	0.00	          0.78	          1.08	         -0.21	         70.85	   1.64㈠	         28.32	          7.96	          6.89	0.10	245	603138	--  	--  	--  	
="603139"	康惠制药	0.17	17.68	0.03	17.67	17.68	8601	100	-0.22	          1.60	17.51	17.98	17.35	17.65	    40.33	15249803	  0.62	中成药	陕西	3.57	17.73	5418	3182	  1.70	13	5	--  	0	          0.00	--  	--  	          0.54	          9.48亿	         17.66亿	  1.37	   1099	      8	        0.0015	1	-4.38	-0.45	12.33	14.58	          2.33	          6.53亿	29.67	28.02	1.01	-- -- 				-0.79	1.87	-1.70	0.46	0.97	-1.67	1.90	-0.29	20190213	20170421	          1.00	--  	--  	10.02	9.24	          0.06	7.22	8.34	0.60	0.63	0.58	0.80	2.45	4.12	2.48	1.17	0.40	0.07	0.41	0.34	0.33	0.26	3.72	-0.68	-1.80	11849.00	          3119	5.51万	-9.66	6.74	          1.91	-25.89	7.12	1.13	0.329㈢	          9.25	0.00	          4.13	          3.72	         -0.68	         92.14	   3.56㈢	         52.69	         16.02	         13.23	0.02	819	603139	--  	--  	--  	
="603156"	养元饮品	-0.92	57.32	-0.53	57.32	57.33	13972	106	-0.13	          0.31	57.14	58.30	57.14	57.85	    15.22	80504280	  0.78	软饮料	河北	2.01	57.62	7313	6658	  1.10	53	25	--  	817400	          0.00	--  	--  	          4.57	        261.81亿	        431.77亿	  0.28	   1975	      7	        0.0002	-2	0.51	-0.21	31.26	37.85	          0.45	        176.54亿	16.13	16.13	0.69	-- -- 				-1.23	0.78	-1.23	-0.40	0.32	-1.68	0.32	-0.52	20190419	20180212	          7.53	--  	--  	152.92	119.70	          0.00	21.72	132.23	6.31	1.30	32.36	7.57	0.38	32.23	81.44	40.75	35.73	3.50	35.52	28.37	28.37	22.88	76.45	20.64	30.19	21283.00	         14472	82.95万	22.82	5.21	          3.61	20.92	5.30	5.23	3.800㈣	         15.89	0.00	          4.28	         10.15	          2.74	         78.28	  23.70㈣	         49.96	         43.87	         34.83	0.21	2307	603156	--  	--  	--  	
="603157"	拉夏贝尔	-1.73	7.97	-0.14	7.96	7.97	33091	587	-0.49	          2.27	8.11	8.15	7.96	8.11	--  	26614412	  0.73	服饰	上海	2.34	8.04	18956	14135	  1.34	151	471	--  	37300	          0.00	--  	--  	          1.46	         11.62亿	         26.53亿	 -0.53	   1128	     29	        0.0020	-2	-5.24	-2.80	-9.23	-6.89	          2.27	         11.62亿	--  	--  	1.45	空头排列				0.00	0.49	-1.85	-0.83	-1.73	-2.21	0.13	-0.90	20190408	20170925	          5.48	--  	          2.15	86.89	34.47	          1.15	59.01	52.16	8.65	2.06	47.20	25.34	10.32	18.95	101.76	35.28	-1.52	0.09	-1.60	-1.99	-1.60	-2.45	7.71	1.58	-3.65	24200.00	          6025	4.80万	-132.00	13.08	          1.27	27.69	0.43	3.14	-0.291㈣	          6.29	0.00	          3.46	          1.41	          0.29	         39.67	  -4.63㈣	         65.33	         -1.49	         -1.57	0.00	33706	603157	--  	--  	--  	
="603158"	腾龙股份	-2.64	16.25	-0.44	16.20	16.25	24358	471	0.31	          1.12	16.76	16.98	15.70	16.69	    49.50	39295488	  1.08	汽车配件	江苏	7.67	16.13	11349	13008	  0.87	14	559	--  	21800	          0.00	--  	--  	          2.17	         35.26亿	         35.52亿	 -1.44	    856	     28	        0.0013	-5	-11.64	-9.17	12.69	-0.73	          3.19	         12.41亿	29.43	27.15	0.49	空头排列				0.42	1.74	-5.93	-3.34	-3.04	-4.30	3.50	0.70	20190426	20150320	          2.19	--  	--  	15.64	9.91	          0.89	30.97	8.75	4.59	0.68	3.72	2.29	2.57	2.88	2.15	1.47	0.24	0.00	0.24	0.19	0.18	0.17	5.06	0.10	-0.31	7455.00	         10246	16.65万	-28.14	-16.80	          3.58	349.46	16.54	2.28	0.082㈠	          4.53	0.00	          1.32	          2.32	          0.05	         63.36	   1.81㈠	         31.65	         11.10	          8.35	0.13	2497	603158	--  	--  	--  	
="603159"	上海亚虹	-2.93	21.53	-0.65	21.52	21.53	10255	340	-1.59	          4.10	21.66	22.18	21.32	22.18	    54.20	22216728	  0.69	专用机械	上海	3.88	21.66	4338	5917	  0.73	3	66	--  	75800	          0.01	--  	--  	          0.25	          5.38亿	         21.53亿	 -1.73	    706	     15	        0.0058	-2	-3.88	-6.47	12.19	21.43	          4.10	          5.38亿	50.42	47.95	0.79	KDJ死叉				-2.34	0.00	-3.88	-2.33	-0.60	-2.93	0.98	-0.61	20190213	20160812	          1.00	--  	--  	5.85	4.10	          0.00	29.90	3.29	1.71	0.28	1.68	1.43	1.17	1.22	4.74	3.77	0.37	0.01	0.37	0.30	0.30	0.25	1.71	0.38	0.15	12212.00	          2047	4.41万	-6.87	10.04	          5.25	56.00	4.55	0.70	0.298㈢	          4.10	0.00	          1.22	          1.71	          0.38	         70.10	   7.26㈢	         20.39	          7.80	          6.29	0.19	886	603159	--  	--  	--  	
="603160"	汇顶科技	0.47	127.09	0.59	127.09	127.10	30099	591	-0.12	          1.30	125.95	129.80	124.90	126.50	    35.03	385680320	  0.81	元器件	深圳	3.87	128.14	14565	15533	  0.94	15	1	--  	3413200	          0.02	--  	--  	          2.32	        294.33亿	        580.36亿	  1.66	   3616	      8	        0.0004	1	-0.16	26.48	70.59	61.49	          2.69	        142.23亿	51.03	78.16	0.84	-- -- 				-0.43	2.61	-1.26	1.29	0.91	-2.09	1.75	-0.83	20190413	20161017	          4.57	--  	--  	57.86	45.91	          0.00	20.66	49.93	1.67	1.11	11.67	3.26	12.14	14.69	12.25	4.72	4.97	0.08	4.97	4.14	4.14	3.89	29.15	-0.39	1.84	13754.00	          8137	103.41万	2039.95	114.39	         12.64	-1481.79	47.38	0.39	0.907㈠	         10.05	0.00	          3.22	          6.38	         -0.09	         79.34	   9.02㈠	         61.43	         40.57	         33.82	2.09	1196	603160	--  	--  	--  	
="603161"	科华控股	-1.94	15.19	-0.30	15.18	15.19	8435	121	-0.19	          1.22	15.62	15.62	15.17	15.49	    21.05	12934135	  0.59	汽车配件	江苏	2.91	15.33	4784	3650	  1.31	65	130	--  	53100	          0.01	--  	--  	          0.69	         10.54亿	         20.26亿	 -0.74	    952	      9	        0.0013	-2	-5.12	-13.69	3.12	-3.06	          1.74	          7.35亿	19.38	19.38	0.81	-- -- 				0.84	0.84	-2.07	-1.01	-2.75	-2.75	0.13	-0.93	20190426	20180105	          1.33	--  	--  	34.79	12.71	          0.00	63.47	17.88	11.82	1.09	13.91	3.60	5.16	7.15	4.25	3.41	0.29	0.00	0.28	0.24	0.24	0.22	3.74	1.41	0.69	15735.00	          3076	4.67万	-6.26	42.47	          1.59	14.34	4.77	2.07	0.180㈠	          9.53	0.00	          5.36	          2.80	          1.06	         36.53	   1.89㈠	         19.83	          6.72	          5.66	0.13	3221	603161	--  	--  	--  	
