代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	换手Z	流通市值Z	市盈(TTM)	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	现均差%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	存货(亿)	应收帐款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
="603058"	永吉股份	0.30	10.06	0.03	10.06	10.07	21267	296	0.10	          0.95	10.05	10.16	9.96	10.03	    37.79	21382636	  0.69	广告包装	贵州	1.99	10.05	12519	8748	  1.43	145	211	--  	105500	          0.01	--  	--  	          2.24	         22.55亿	         42.16亿	  1.50	    874	     24	        0.0011	1	-4.55	-8.55	-2.42	5.78	          1.96	         10.89亿	37.79	37.79	1.00	-- -- 				0.20	1.30	-0.70	0.24	0.10	-0.98	1.00	0.06	20190416	20161223	          4.19	--  	--  	10.07	9.32	          0.05	6.93	5.89	2.62	0.23	0.66	0.64	1.02	1.51	4.32	2.56	1.31	0.11	1.32	1.12	1.12	1.03	3.03	1.44	1.61	16367.00	          6613	6.65万	18.91	29.10	          4.57	29.35	9.76	0.50	0.260㈣	          2.20	2.20	          0.36	          0.72	          0.34	         92.57	  11.97㈣	         40.76	         30.43	         25.83	0.15	498	603058	--  	--  	--  	
="603059"	倍加洁	-0.63	31.50	-0.20	31.46	31.50	8518	86	-0.31	          4.26	31.71	32.16	31.30	31.70	    26.69	27110296	  0.33	家居用品	江苏	2.71	31.83	5215	3302	  1.58	2	15	--  	92000	          0.01	--  	--  	          0.20	          6.30亿	         25.20亿	  0.57	    907	      9	        0.0047	-5	-6.05	-7.87	-3.23	-0.41	          4.26	          6.30亿	26.69	26.69	1.15	空头排列				0.03	1.45	-1.26	0.40	-0.66	-2.05	0.64	-1.03	20190425	20180302	          0.80	--  	--  	10.76	8.71	          0.00	18.99	6.91	1.27	0.23	1.98	1.08	1.17	5.30	7.55	5.68	1.16	0.17	1.22	0.94	0.94	0.82	2.39	0.68	0.43	9867.00	          2027	6.38万	9.07	12.95	          2.89	37.10	3.34	0.35	1.230㈣	         10.89	0.00	          6.63	          2.98	          0.85	         81.01	  10.83㈣	         24.86	         15.35	         12.50	0.07	1667	603059	--  	--  	--  	
="603060"	国检集团	-1.54	25.61	-0.40	25.60	25.61	14354	146	-0.30	          2.25	26.01	26.08	25.26	26.01	    65.93	36858632	  1.36	建筑工程	北京	3.15	25.68	8220	6134	  1.34	84	50	--  	148300	          0.01	--  	--  	          0.64	         16.35亿	         56.34亿	 -0.34	   1694	      8	        0.0013	-2	-5.91	-4.05	16.94	31.33	          2.25	         16.35亿	29.48	29.48	0.68	-- -- 				0.00	0.27	-2.88	-1.28	-1.54	-1.80	1.39	-0.26	20190426	20161109	          2.20	--  	--  	15.92	11.91	          0.94	19.31	9.09	3.90	0.58	2.03	0.12	1.41	4.38	2.09	1.32	0.25	0.04	0.25	0.21	0.21	0.14	4.62	-0.16	0.84	15341.00	          4161	10.66万	9.96	21.15	          4.73	-359.60	26.98	1.03	0.097㈠	          5.41	0.00	          1.99	          2.10	         -0.07	         74.80	   1.79㈠	         36.75	         11.90	         10.23	0.17	2009	603060	--  	--  	--  	
="603063"	禾望电气	-1.42	9.70	-0.14	9.68	9.70	41798	578	-0.30	          1.64	9.80	9.84	9.62	9.84	    72.27	40658456	  0.99	电气设备	深圳	2.24	9.73	24804	16993	  1.46	50	238	--  	51000	          0.00	--  	--  	          2.55	         24.76亿	         41.80亿	 -0.22	   1559	     27	        0.0011	-2	-0.61	-13.78	41.40	53.72	          1.64	         24.76亿	43.12	17.96	1.50	KDJ死叉				-0.41	0.00	-2.24	-1.14	-1.02	-1.42	0.83	-0.28	20190323	20170728	          4.31	--  	--  	28.21	23.69	          0.01	15.97	25.18	0.38	0.18	4.16	3.19	9.86	9.38	4.50	2.30	0.48	0.29	0.49	0.43	0.43	0.07	9.37	-1.63	-2.02	22696.00	         11249	10.91万	-75.78	-28.96	          1.72	-25.65	9.30	1.41	0.100㈢	          5.64	5.64	          2.18	          2.17	         -0.38	         83.98	   1.83㈢	         48.92	         10.75	          9.65	0.77	710	603063	--  	--  	--  	
="603066"	音飞储存	-3.01	8.05	-0.25	8.04	8.05	42085	465	-0.11	          1.40	8.30	8.39	8.02	8.30	    26.28	34284256	  0.88	仓储物流	江苏	4.46	8.15	26958	15126	  1.78	442	71	--  	163500	          0.01	--  	--  	          3.01	         24.21亿	         24.34亿	 -1.81	   1123	     37	        0.0012	-2	-5.52	3.21	15.00	14.18	          3.15	         10.75亿	26.21	29.21	1.00	-- -- 				0.00	1.08	-3.37	-1.85	-3.01	-4.05	0.37	-1.16	20190426	20150611	          3.02	--  	--  	12.74	9.41	          0.04	25.90	10.27	0.94	0.22	3.20	2.80	2.36	1.90	6.89	4.64	1.03	0.15	1.04	0.92	0.93	0.76	3.99	0.51	-0.69	20800.00	          6421	5.17万	11.12	15.11	          2.59	47.93	3.53	0.77	0.306㈣	          3.11	0.00	          0.63	          1.32	          0.17	         73.81	   9.84㈣	         32.72	         14.92	         13.43	0.29	696	603066	--  	--  	--  	
="603067"	振华股份	0.30	10.04	0.03	10.03	10.04	20954	297	0.10	          1.35	10.01	10.11	9.92	10.01	    21.16	21029936	  0.55	化工原料	湖北	1.90	10.04	11672	9281	  1.26	288	12	--  	109100	          0.01	--  	--  	          1.56	         15.62亿	         30.92亿	  1.50	   1044	     20	        0.0013	1	-0.40	0.40	21.40	30.39	          1.35	         15.62亿	21.16	21.16	0.98	-- -- 				0.00	1.00	-0.90	0.26	0.30	-0.69	1.21	0.04	20190408	20160913	          3.08	--  	--  	13.53	12.38	          0.02	8.36	7.58	5.39	0.38	0.97	1.16	1.33	3.24	14.05	9.96	1.70	0.01	1.67	1.47	1.46	1.45	5.32	0.81	0.95	27599.00	          5638	5.66万	45.98	18.51	          2.50	38.01	2.20	1.20	0.475㈣	          4.02	0.00	          1.05	          1.73	          0.26	         91.51	  11.81㈣	         29.13	         12.11	         10.40	0.51	1332	603067	--  	--  	--  	
="603068"	博通集成	-0.63	57.15	-0.36	57.14	57.15	223975	2190	-0.89	         64.59	63.26	63.26	55.30	57.51	    63.98	1323215616	116.65	半导体	上海	13.84	59.08	121629	102345	  1.19	34	501	--  	6529900	          0.30	--  	--  	          0.35	         19.82亿	         79.27亿	  0.57	   4381	     51	        0.0147	-1	20.23	113.01	113.01	113.01	         64.59	         19.82亿	63.98	63.98	0.00	-- -- 				10.00	10.00	-3.84	2.73	-9.66	-9.66	3.35	-3.35	20190414	20190415	          1.39	--  	--  	5.37	4.34	          0.00	19.10	4.82	0.53	0.02	0.98	1.62	0.00	1.18	5.46	3.31	1.34	0.01	1.34	1.24	1.24	0.00	1.91	0.84	0.60	36065.00	           962	5.50万	41.73	-3.40	         13.67	93.93	14.52	0.00	0.893㈣	          4.18	4.18	          0.85	          1.38	          0.61	         80.90	  28.52㈣	         39.30	         24.46	         22.69	0.78	131	603068	--  	--  	--  	
="603069"	海汽集团	0.00	7.28	0.00	7.27	7.28	23193	349	0.41	          1.33	7.34	7.34	7.20	7.28	    39.07	16858864	  0.72	公路	海南	1.92	7.27	14159	9033	  1.57	28	271	--  	33800	          0.00	--  	--  	          1.74	         12.65亿	         23.00亿	  1.20	    906	     26	        0.0015	0	-5.70	-5.58	7.69	10.64	          2.02	          8.34亿	39.07	39.07	1.05	空头排列				0.82	0.82	-1.10	-0.15	-0.82	-0.82	1.11	0.15	20190408	20160712	          3.16	--  	--  	19.58	11.13	          0.10	42.66	6.85	6.75	2.20	7.13	0.28	0.00	3.76	11.17	8.52	0.88	0.12	0.81	0.60	0.59	0.49	3.64	2.02	0.89	23900.00	          4793	3.49万	16.05	1.06	          2.07	11.38	2.06	0.82	0.186㈣	          3.52	0.00	          1.19	          1.15	          0.64	         56.83	   5.29㈣	         23.77	          7.91	          5.27	0.00	3787	603069	--  	--  	--  	
="603076"	乐惠国际	0.88	26.41	0.23	26.41	26.42	5917	74	-0.14	          2.20	26.06	26.50	26.06	26.18	    26.29	15552575	  0.62	专用机械	浙江	1.68	26.29	3495	2421	  1.44	9	10	--  	109500	          0.02	--  	--  	          0.27	          7.09亿	         19.68亿	  2.08	    645	      9	        0.0034	1	-1.53	-1.93	7.80	7.93	          2.20	          7.09亿	27.96	29.29	0.46	-- -- 				-0.46	1.22	-0.46	0.40	1.34	-0.34	1.34	0.48	20181112	20171113	          0.75	--  	--  	19.26	8.05	          0.02	58.08	16.23	1.73	0.71	11.15	7.23	3.03	5.11	7.07	5.21	0.66	0.03	0.70	0.56	0.56	0.51	1.68	0.16	0.30	6943.00	          3867	10.21万	6.00	10.68	          2.44	126.68	2.78	1.14	0.753㈢	         10.81	0.00	          6.86	          2.26	          0.21	         41.82	   6.97㈢	         26.21	          9.35	          7.94	0.26	1000	603076	--  	--  	--  	
="603077"	和邦生物	-1.02	1.95	-0.02	1.95	1.96	567811	13795	0.00	          0.64	1.96	1.97	1.94	1.97	    38.07	111153280	  0.90	化工原料	四川	1.52	1.96	329847	237963	  1.39	3719	11891	--  	959600	          0.01	--  	--  	         88.31	        172.21亿	        172.21亿	  0.18	   3365	    169	        0.0002	-2	-3.47	1.04	19.63	20.37	          1.10	        100.64亿	40.39	47.43	1.10	-- -- 				-0.51	0.00	-1.52	-0.63	-0.51	-1.02	0.52	-0.38	20190426	20120731	         88.31	--  	--  	133.72	108.10	          2.18	17.53	30.59	45.06	10.87	19.64	10.97	6.57	2.13	14.28	11.41	1.30	-0.00	1.30	1.10	1.13	1.10	19.99	0.20	-6.81	161228.00	         32012	6.24万	127.05	24.00	          1.59	867.50	12.06	0.00	0.013㈠	          1.22	0.00	          0.02	          0.23	          0.00	         80.84	   1.05㈠	         20.07	          9.11	          7.92	0.09	4262	603077	--  	--  	--  	
="603078"	江化微	-2.74	28.38	-0.80	28.31	28.38	7081	70	-0.03	          1.48	29.17	29.17	28.21	29.18	    59.71	20208328	  0.98	化工原料	江苏	3.29	28.54	4034	3047	  1.32	21	29	--  	0	          0.00	--  	--  	          0.48	         13.59亿	         23.84亿	 -1.54	    985	      7	        0.0015	-2	-5.84	-10.75	5.38	-1.63	          1.64	         12.24亿	59.71	59.71	1.10	空头排列				-0.03	-0.03	-3.32	-2.20	-2.71	-2.71	0.60	-0.54	20190408	20170410	          0.84	--  	--  	10.09	7.70	         -0.00	23.72	4.94	2.06	0.84	2.21	0.29	1.58	3.51	3.84	2.66	0.44	0.03	0.44	0.40	0.40	0.33	3.03	0.73	1.07	6764.00	          6374	18.09万	-25.62	8.30	          3.10	32.71	6.21	0.53	0.475㈣	          9.16	0.00	          4.17	          3.61	          0.87	         76.31	   5.19㈣	         30.59	         11.57	         10.41	0.20	326	603078	--  	--  	--  	
="603079"	圣达生物	2.93	26.67	0.76	26.66	26.67	33401	744	0.08	          9.15	25.63	27.50	25.60	25.91	    67.06	88772328	  0.71	食品	浙江	7.33	26.58	16735	16666	  1.00	104	9	--  	1824900	          0.20	--  	--  	          0.37	          9.74亿	         29.87亿	  4.13	   1963	     17	        0.0047	1	-0.64	31.12	59.80	65.24	          9.15	          9.74亿	67.06	67.06	1.24	-- -- 				-1.08	6.14	-1.20	2.58	4.06	-3.02	4.18	0.36	20190408	20170823	          1.12	--  	--  	12.53	7.91	          0.37	33.87	5.70	3.15	1.29	4.17	1.25	1.03	4.31	4.93	3.27	0.52	0.02	0.52	0.43	0.45	0.40	2.17	0.89	0.15	9202.00	          3968	10.58万	-38.65	-3.12	          3.78	33.68	6.06	0.45	0.398㈣	          7.06	0.00	          3.85	          1.94	          0.79	         63.16	   5.63㈣	         33.55	         10.61	          9.04	0.21	994	603079	--  	--  	--  	
="603080"	新疆火炬	-2.47	19.72	-0.50	19.71	19.72	21117	343	-0.29	          2.42	20.21	20.21	19.52	20.22	    23.70	42064912	  0.83	供气供热	新疆	3.41	19.92	12400	8716	  1.42	27	86	--  	293000	          0.02	--  	--  	          0.87	         17.20亿	         27.90亿	 -1.27	   1700	     12	        0.0014	-2	-7.37	-9.42	2.02	-5.37	          2.80	         14.90亿	27.78	30.31	1.26	空头排列				-0.05	-0.05	-3.46	-1.48	-2.42	-2.42	1.02	-0.99	20190425	20180103	          1.42	--  	--  	13.83	10.85	          0.00	21.58	5.39	2.97	1.06	1.40	0.60	0.56	4.86	1.12	0.67	0.34	0.07	0.34	0.29	0.29	0.29	3.97	-0.02	-0.65	21508.00	          3512	6.93万	39.97	12.80	          2.57	-1260.45	24.96	0.00	0.208㈠	          7.67	0.00	          3.43	          2.80	         -0.02	         78.42	   2.71㈠	         40.38	         29.98	         26.32	0.00	397	603080	--  	--  	--  	
="603081"	大丰实业	1.00	14.08	0.14	14.07	14.08	30339	805	-0.20	          3.90	13.87	14.43	13.77	13.94	    24.69	42919172	  1.10	专用机械	浙江	4.73	14.15	13148	17191	  0.76	130	1479	--  	210800	          0.02	--  	--  	          0.78	         10.94亿	         56.57亿	  2.20	   2420	     13	        0.0016	1	-5.00	-3.30	19.93	21.07	          3.90	         10.94亿	24.92	24.69	1.30	-- -- 				-0.50	3.52	-1.22	1.48	1.51	-2.43	2.25	-0.48	20190426	20170420	          4.02	--  	--  	31.89	17.71	          0.08	44.24	24.45	3.07	1.17	13.63	6.94	8.97	4.79	3.80	2.52	0.66	0.00	0.66	0.57	0.57	0.57	7.94	0.07	-1.05	21490.00	          3617	5.09万	46.65	26.49	          3.20	770.93	14.90	0.85	0.143㈠	          4.41	0.00	          1.19	          1.98	          0.02	         55.52	   3.24㈠	         33.54	         17.37	         15.09	0.26	1769	603081	--  	--  	--  	
="603083"	剑桥科技	-0.06	33.70	-0.02	33.70	33.80	48975	244	0.03	          7.47	33.71	34.63	33.50	33.72	--  	167437952	  0.56	通信设备	上海	3.35	34.19	24671	24304	  1.02	195	6	--  	1152900	          0.05	--  	--  	          0.66	         22.08亿	         43.40亿	  1.14	   3140	     16	        0.0024	-2	-5.89	7.43	35.12	36.99	          7.47	         22.08亿	38.18	56.53	1.14	-- -- 				-0.03	2.70	-0.65	1.39	-0.03	-2.69	0.60	-1.45	20190423	20171110	          1.29	--  	--  	27.14	11.26	          0.00	58.51	17.49	4.42	2.92	15.36	6.12	7.03	5.81	6.90	5.95	-0.05	0.00	-0.02	-0.04	-0.04	-0.09	3.92	0.92	1.37	16024.00	          4089	13.78万	89.73	1.07	          3.85	47.20	6.29	0.53	-0.033㈠	          8.74	0.00	          4.51	          3.04	          0.71	         41.49	  -0.38㈠	         13.86	         -0.66	         -0.61	0.45	1954	603083	--  	--  	--  	
="603085"	天成自控	0.00	10.22	0.00	10.21	10.22	66362	817	0.00	          4.50	10.38	10.59	10.18	10.22	    32.38	68857640	  0.70	汽车配件	浙江	4.01	10.38	32020	34342	  0.93	216	6	--  	596900	          0.05	--  	--  	          1.47	         15.07亿	         29.74亿	  1.20	   2482	     27	        0.0018	0	-5.37	13.68	29.04	32.38	          6.12	         11.09亿	48.19	42.41	1.40	-- -- 				1.57	3.62	-0.39	1.53	-1.54	-3.49	0.39	-1.53	20190426	20150630	          2.91	--  	--  	24.64	10.24	          0.00	58.44	10.63	6.03	2.30	11.61	4.00	3.36	4.46	3.72	2.78	0.24	0.00	0.24	0.23	0.23	0.20	2.52	0.46	-0.14	18821.00	          5764	5.89万	101.70	105.86	          2.91	64.85	8.00	0.39	0.079㈠	          3.52	0.00	          1.53	          0.87	          0.16	         41.54	   2.24㈠	         25.11	          6.52	          6.18	0.12	1477	603085	--  	--  	--  	
="603086"	先达股份	-8.23	33.69	-3.02	33.69	33.70	38354	210	-0.02	          5.29	37.00	37.00	33.51	36.71	    23.23	132242336	  1.58	农药化肥	山东	9.51	34.48	21074	17279	  1.22	12	105	--  	425500	          0.02	--  	--  	          0.73	         24.43亿	         37.73亿	 -7.03	   2548	     15	        0.0021	-3	-11.06	4.99	38.19	51.21	          7.40	         17.45亿	14.36	15.03	1.00	-- -- 				0.79	0.79	-8.72	-6.08	-8.95	-8.95	0.54	-2.15	20190420	20170511	          1.12	--  	--  	17.64	14.00	          0.00	20.61	11.54	1.91	1.20	3.53	4.16	3.99	4.45	3.61	2.44	0.51	0.01	0.51	0.41	0.41	0.40	7.41	-0.87	-1.93	7369.00	          7031	23.69万	40.72	15.57	          2.69	-43.39	10.47	0.00	0.363㈠	         12.50	0.00	          3.97	          6.61	         -0.78	         79.39	   2.90㈠	         32.44	         14.20	         11.26	0.14	1143	603086	--  	--  	--  	
="603088"	宁波精达	0.07	14.44	0.01	14.44	14.46	22895	228	-0.13	          2.04	14.56	14.97	14.42	14.43	    32.49	33558524	  0.57	专用机械	浙江	3.81	14.66	12008	10886	  1.10	9	85	--  	51000	          0.01	--  	--  	          1.12	         16.17亿	         16.17亿	  1.27	   1657	     14	        0.0012	1	-8.72	5.32	19.24	27.34	          4.71	          7.02亿	40.01	40.01	0.93	-- -- 				0.90	3.74	-0.07	1.58	-0.82	-3.54	0.14	-1.51	20190426	20141111	          1.12	--  	--  	7.81	5.33	          0.07	30.89	5.04	1.73	0.73	2.30	2.44	0.68	2.04	0.93	0.57	0.16	0.00	0.16	0.13	0.12	0.12	1.86	-0.29	-0.15	8909.00	          5459	7.88万	42.23	24.96	          3.03	-56.67	17.42	2.22	0.111㈠	          4.76	0.00	          1.82	          1.66	         -0.25	         68.22	   2.33㈠	         38.81	         17.47	         13.40	0.06	621	603088	--  	--  	--  	
="603089"	正裕工业	1.63	21.81	0.35	21.81	21.83	10133	95	0.37	          3.22	22.50	22.50	21.50	21.46	    19.40	22173880	  0.59	汽车配件	浙江	4.66	21.88	6387	3745	  1.71	65	5	--  	481500	          0.07	--  	--  	          0.31	          6.86亿	         23.26亿	  2.83	    794	     13	        0.0041	1	-5.17	6.91	23.71	33.80	          3.22	          6.86亿	23.09	23.09	0.79	-- -- 				4.85	4.85	0.19	1.97	-3.07	-3.07	1.44	-0.34	20190426	20170126	          1.07	--  	--  	15.40	8.09	          1.25	39.36	7.47	4.04	0.85	5.87	2.23	3.04	3.44	2.84	1.97	0.42	0.02	0.42	0.38	0.30	0.26	3.13	0.43	-0.24	8665.00	          3630	7.92万	1321.74	41.75	          2.87	54.03	8.20	1.38	0.281㈠	          7.59	0.00	          3.23	          2.94	          0.40	         52.55	   3.70㈠	         30.55	         14.93	         10.56	0.11	2640	603089	--  	--  	--  	
="603090"	宏盛股份	1.70	16.19	0.27	16.18	16.19	10334	88	-0.11	          2.54	15.92	16.41	15.92	15.92	   111.28	16695940	  0.90	专用机械	江苏	3.08	16.16	5061	5273	  0.96	53	26	--  	121000	          0.02	--  	--  	          0.41	          6.59亿	         16.19亿	  2.89	    832	     12	        0.0031	1	-2.58	-4.20	17.06	24.73	          2.54	          6.59亿	50.22	49.63	1.30	-- -- 				0.00	3.08	0.00	1.48	1.70	-1.34	1.70	0.21	20190418	20160831	          1.00	--  	--  	6.84	4.84	          0.09	27.96	3.80	1.19	0.47	1.85	0.81	1.25	2.22	0.83	0.58	0.05	0.01	0.05	0.04	0.04	0.03	1.40	0.10	0.38	13606.00	          2990	4.84万	-9.58	-16.62	          3.34	169.35	19.44	0.62	0.036㈠	          4.84	0.00	          2.22	          1.40	          0.10	         70.79	   0.75㈠	         30.10	          5.91	          4.37	0.05	759	603090	--  	--  	--  	
="603096"	新经典	-0.51	60.30	-0.31	60.30	60.32	3595	83	-0.02	          0.67	60.12	61.52	58.41	60.61	    33.88	21649502	  0.62	出版业	天津	5.13	60.22	1966	1629	  1.21	36	183	--  	24000	          0.00	--  	--  	          0.54	         32.51亿	         81.59亿	  0.69	    726	      5	        0.0009	-2	-0.85	4.15	1.55	-2.30	          0.88	         24.64亿	33.88	33.88	0.91	-- -- 				-0.81	1.50	-3.63	-0.64	0.30	-1.98	3.24	0.13	20190423	20170425	          1.35	--  	--  	19.85	17.45	          0.36	10.28	18.27	0.08	0.07	2.04	3.10	1.38	9.73	9.26	4.97	3.25	0.42	3.18	2.46	2.41	1.95	5.82	-0.17	2.54	4770.00	          8566	51.65万	3.65	-1.90	          4.68	-474.21	8.81	1.00	1.790㈣	         12.89	0.00	          7.19	          4.30	         -0.13	         87.91	  13.80㈣	         46.33	         35.07	         26.00	0.04	508	603096	--  	--  	--  	
="603098"	森特股份	0.46	13.02	0.06	13.02	13.04	11626	184	-0.22	          1.55	12.96	13.13	12.88	12.96	    28.39	15172357	  0.76	装修装饰	北京	1.93	13.05	5029	6597	  0.76	126	7	--  	23300	          0.00	--  	--  	          0.75	          9.77亿	         62.50亿	  1.66	    794	     15	        0.0020	1	-0.69	-2.91	-11.37	-4.75	          1.55	          9.77亿	28.39	28.39	1.06	-- -- 				0.00	1.31	-0.62	0.70	0.46	-0.84	1.09	-0.23	20190408	20161216	          4.80	--  	--  	36.04	18.55	          0.01	48.51	31.01	2.52	1.06	17.18	12.68	12.63	3.88	29.31	23.51	2.55	0.01	2.55	2.20	2.20	2.16	7.99	0.31	0.70	20400.00	          3677	4.79万	9.83	37.21	          3.37	200.12	2.13	0.77	0.459㈣	          3.86	0.00	          0.81	          1.66	          0.07	         51.47	  11.86㈣	         19.80	          8.71	          7.51	0.99	1005	603098	--  	--  	--  	
="603099"	长白山	-2.29	10.65	-0.25	10.65	10.66	24541	284	-0.18	          0.92	10.79	10.88	10.59	10.90	--  	26261764	  0.63	旅游景点	吉林	2.66	10.70	13148	11392	  1.15	417	85	--  	270800	          0.03	--  	--  	          2.67	         28.40亿	         28.40亿	 -1.10	   1134	     22	        0.0008	-2	-7.95	-9.52	18.07	21.44	          3.00	          8.70亿	38.16	41.99	1.29	-- -- 				-1.01	-0.18	-2.84	-1.82	-1.30	-2.11	0.57	-0.47	20190425	20140822	          2.67	--  	--  	12.34	9.87	          0.00	20.04	2.27	7.11	1.97	1.42	0.15	0.32	2.86	0.49	0.61	-0.25	0.00	-0.25	-0.25	-0.25	-0.25	3.64	-0.11	-0.28	22064.00	          3704	3.94万	21.31	14.57	          2.88	-250.75	57.63	0.24	-0.094㈠	          3.70	0.00	          1.07	          1.37	         -0.04	         79.96	  -2.55㈠	        -24.07	        -50.87	        -50.97	0.00	1319	603099	--  	--  	--  	
="603100"	川仪股份	0.28	10.60	0.03	10.60	10.62	29229	143	0.00	          1.13	10.59	10.70	10.51	10.57	    10.83	31017612	  0.56	电器仪表	重庆	1.80	10.61	14258	14971	  0.95	116	105	--  	135600	          0.01	--  	--  	          2.59	         27.41亿	         41.87亿	  1.48	   1668	     18	        0.0007	1	-3.02	1.73	28.80	40.96	          1.55	         19.95亿	10.83	10.83	1.11	-- -- 				0.19	1.23	-0.57	0.40	0.09	-0.93	0.86	-0.11	20190422	20140805	          3.95	--  	--  	50.48	22.65	          0.20	54.73	37.42	5.71	0.67	24.56	5.66	17.13	7.05	35.57	24.45	2.20	0.72	4.17	3.88	3.87	1.28	9.82	2.59	1.25	24200.00	          7776	8.24万	142.89	13.75	          1.85	16.15	1.18	1.89	0.979㈣	          5.73	0.00	          1.79	          2.49	          0.66	         44.88	  17.06㈣	         31.26	          6.20	         10.87	2.08	4534	603100	--  	--  	--  	
="603101"	汇嘉时代	-3.10	12.21	-0.39	12.21	12.22	16264	196	-0.07	          2.26	12.59	12.65	12.01	12.60	    41.77	19973590	  0.90	百货	新疆	5.08	12.28	9710	6554	  1.48	25	30	--  	79300	          0.01	--  	--  	          0.72	          8.79亿	         29.30亿	 -1.90	    989	     16	        0.0023	-4	-7.71	-6.51	-3.10	-23.30	          2.71	          7.33亿	41.77	41.77	1.11	空头排列				-0.08	0.40	-4.68	-2.53	-3.02	-3.48	1.67	-0.56	20190420	20160506	          2.40	--  	--  	41.59	13.39	          0.00	67.80	12.05	15.22	0.91	25.04	2.01	1.16	4.37	36.24	30.01	1.00	0.33	0.94	0.70	0.70	0.31	6.22	0.14	0.91	20975.00	          2861	3.49万	-31.32	19.73	          2.19	215.62	0.81	0.00	0.292㈣	          5.58	0.00	          1.82	          2.59	          0.06	         32.20	   5.24㈣	         17.19	          2.76	          1.94	0.00	3515	603101	--  	--  	--  	
="603103"	横店影视	-2.22	22.44	-0.51	22.44	22.46	23991	445	-0.03	          4.53	22.92	23.14	22.26	22.95	    31.70	54613956	  0.59	影视音像	浙江	3.83	22.76	13208	10783	  1.22	8	30	--  	327800	          0.03	--  	--  	          0.53	         11.89亿	        101.65亿	 -1.02	   1617	     15	        0.0028	-5	-11.97	-7.92	-2.26	0.63	          4.53	         11.89亿	31.70	31.70	1.03	-- -- 				-0.13	0.83	-3.01	-0.81	-2.09	-3.03	0.81	-1.41	20190408	20171012	          4.53	--  	--  	32.27	21.90	          0.00	32.13	15.23	8.52	0.02	8.26	0.42	0.32	7.55	27.24	21.51	3.87	0.43	4.23	3.21	3.21	2.49	8.63	6.67	-0.98	19265.00	          2751	6.17万	-2.98	8.22	          4.64	15.25	3.73	1.11	0.708㈣	          4.83	0.00	          1.67	          1.91	          1.47	         67.87	  14.64㈣	         21.06	         14.20	         11.77	0.00	7434	603103	--  	--  	--  	
="603105"	芯能科技	-9.97	14.18	-1.57	--  	14.18	58811	79	0.00	          6.68	14.49	14.50	14.18	15.75	  4909.97	83601864	  0.67	电气设备	浙江	2.03	14.22	18256	40555	  0.45	0	38171	--  	2534300	          0.20	0.65	54126480	          0.88	         12.48亿	         70.90亿	 -8.77	   1312	     45	        0.0051	-2	-10.93	-6.15	-0.35	8.41	          6.68	         12.48亿	53.20	60.92	1.34	MACD死叉				-8.00	-7.94	-9.97	-9.74	-2.14	-2.21	0.00	-0.22	20190426	20180709	          5.00	--  	--  	24.93	14.60	          0.00	41.46	7.96	15.90	0.20	6.68	1.24	0.00	7.15	0.56	0.32	0.00	0.00	0.01	0.00	0.00	-0.07	2.16	0.46	-0.03	34051.00	          2584	3.66万	-96.68	-36.47	          4.86	154.73	126.69	0.71	0.001㈠	          2.92	0.00	          1.43	          0.43	          0.09	         58.54	   0.02㈠	         43.31	          0.61	          0.65	0.02	599	603105	--  	--  	--  	
